YA-A.TUSU8PMPG	や-あ.つす8PMPG
YOTUIZ-DSUSAN4	よついZ-Dすさん4
YOTUUDZWRSM8EE	よつうDZWRSM8ええ
YOTUERGD.O5I-Z	よつえRGD.お5い-Z
YOTUESED9.-UWA	よつえせD9.-うわ
YOTUEREDZ1R.MZ	よつえれDZ1R.MZ
YOTUMOD.AS4.E-	よつもD.あS4.え-
YOTE-JZEU1YDTU	よて-Jぜう1YDつ
YOTE-EJ-3SUDYS	よて-えJ-3すDYS
YOTEAS9OG-U-D.	よてあS9おG-う-D.
YOTOIB.G5GU-SY	よといB.G5ぐ-SY
YOTOUDT6NEPG.-	よとうDT6ねPG.-
YOTONU0THRENKM	よとぬ0THれんKM
YONAUB448K-GGU	よなうB448K-Gぐ
YONUBU---A3PSG	よぬぶ---あ3PSG
YONEU-N5JSRPPT	よねう-ん5JSRPPT
YONEEMJ7KG.!7E	よねえMJ7KG.!7え
YONEPE.RSU!DWS	よねぺ.Rす!DWS
YONOEINN!DM6G!	よのえいんん!DM6G!
YONOYOG5GDTT-Z	よのよG5GDTT-Z
YONOREM2ESU.TY	よのれM2えす.TY
YONON6GZNH.JTU	よのん6GZんH.Jつ
YOBA-UN.1GSRT-	よば-うん.1GSRT-
YOPAU-DG.T.5HT	よぱう-DG.T.5HT
YOBIEEJT5-NYU.	よびええJT5-にゅ.
YOBUJOGT--5UEY	よぶじょGT--5うえY
YOBUSUASTYKNT0	よぶすあSTYKんT0
YOPU-AMTGS1Y.G	よぷ-あMTGS1Y.G
YOPUN5-GTWYASG	よぷん5-GTWやSG
YOBEU5KWGTW.SU	よべう5KWGTW.す
YOBEPU1.-GS-D.	よべぷ1.-GS-D.
YOPEIT9USZSGD.	よぺいT9うSZSGD.
YOBO-TU.GE3EY-	よぼ-つ.げ3えY-
YOMA-NUASUW4TU	よま-ぬあすW4つ
YOMAEPU3U.RTMZ	よまえぷ3う.RTMZ
YOMIEUUO!RSUEY	よみえううお!RすえY
YOMEI-O.SDGN9S	よめい-お.SDGん9S
YOMEUZ-PRG2NHN	よめうZ-PRG2んHん
YOYAISG-S5RUMU	よやいSG-S5るむ
YOYAE-ERUUS!KS	よやえ-えるうS!KS
YORIUUYSGS!ISE	よりううYSGS!いせ
YORIRE..G7TSES	よりれ..G7TせS
YORUAZI.U!ETBU	よるあじ.う!えTぶ
YORUUTM3NWISSE	よるうTM3んゐSせ
YORUNO-8PNMEEM	よるの-8PんめえM
YORURE7I-SUEGZ	よるれ7い-すえGZ
YOREUSRMZD-8SE	よれうSRMZD-8せ
YOREOUYTEGZY5M	よれおうYてGZY5M
YOROUT-A0SGDN-	よろうT-あ0SGDん-
YOROEJNU0TTRE-	よろえJぬ0TTれ-
YON-0UDBPZUOTG	よん-0うDBPずおTG
YON-U0E.I.MAYB	よん-う0え.い.まYB
YONGU-OEPG3WT-	よんぐ-おえPG3WT-
YONGESR1YSMTSY	よんげSR1YSMTSY
YONSOTHNRT-U2G	よんそTHんRT-う2G
YONTO8E-GPYETU	よんと8え-GPYえつ
YONNE5UPAI-UK-	よんね5うぱい-うK-
YONPA.STNTN4OT	よんぱ.STんTん4おT
YONREDZIUS1TU-	よんれDじうS1つ-
YONNJ1NR43DTTG	よんんJ1んR43DTTG
