444.RN.DA.ACE-	444.Rn.だ.ace-
0E7NCAMRN-I7NU	0 え 7 ん cam Rn-い 7 ぬ
0EDPDILKNZU7N0	0 Ed Pd ilk んず 7 ん 0
0EE488!7LAU5YU	0 ええ 488! 7 la う 5 ゆ
0EIFJAG9N6N-TY	0 え if jag 9 ん 6 ん-Ty
0FU02LS340O3YU	0 ふ 02 ls 340 お 3 ゆ
-0GD638O!4U0LE	-0 Gd 638 お! 4 う 0 Le
0GDCL.9TIWMN6E	0 Gd Cl.9 ち Wm ん 6 え
0HGNPCD3UURKR!	0 Hg Np Cd 3 う Ur Kr!
0HIM8U8NIFGITU	0 him 8 う 8 ん if ぎつ
0HZN4NN.IFNPB2	0 Hz ん 4 んん.if ん Pb 2
0I01LETA0!0U8-	0 い 01 Leta 0! 0 う 8-
0.I0!6LS52YEE0	0.い 0! 6 ls 52 ye え 0
0I09UCUNICLMIT	0 い 09 う Cu に Cl MIT
0I66NLE5SU!20-	0 い 66 ん Le 5 す! 20-
0I8UKIM.FUMN1A	0 い 8 う Kim.ふ Mn 1 あ
0IAD8EILKUUM!.	0 い ad 8 え ilk う um!.
0ICI8LEEMNUR9-	0 い Ci 8 lee Mn Ur 9-
0IDENMAX8MG0TY	0 id えん Max 8 Mg 0 Ty
0IDU3.I7ELMNKS	0 id う 3.い 7 elm ん ks
0IFMGU9I8HEJU-	0 if Mg う 9 い 8 へじゅ-
0IIMDDUNO0!NEX	0 いい Md dun お 0! ん ex
0IKI5NLIU4PEN.	0 いき 5 ん Li う 4 pen.
0IN7IADFUN6UN-	0 in 7 い ad fun 6 うん-
0INNAYLS4MA4N-	0 inn ay ls 4 ま 4 ん-
0INRI9UM8MOLEG	0 in り 9 um 8 も leg
0JFKZII5YEE9NU	0 JFK じい 5 ye え 9 ぬ
0JI9I-EDMU5NEX	0 じ 9 い-Ed む 5 ん ex
0JU2N0LIIRN-DE	0 じゅ 2 ん 0 Li い Rn-で
0JU-EDN5ILI9YE	0 じゅ-Ed ん 5 い Li 9 ye
0KINN2OFNIL5YU	0 kin ん 2 of nil 5 ゆ
.0KUCL5EA9MIMY	.0 く Cl 5 えあ 9 み my
0LAAG9INKN5TY-	0 la Ag 9 ink ん 5 Ty-
0LAYNDNZI5N4IT	0 lay Nd んじ 5 ん 4 it
0LEUEX!8327N2U	0 Le う ex! 8327 ん 2 う
0LEYUE8NAMY9IF	0 Le ゆえ 8 な my 9 if
!0LODUD1100N9U	! 0 lo dud 1100 ん 9 う
0LS04LS8!A0-7E	0 ls 04 ls 8! あ 0-7 え
0MAYN0E4CI-NYE	0 may ん 0 え 4 Ci-ん ye
0MG38CU!0TYE61	0 Mg 38 Cu! 0 Ty え 61
0MGEX5HU092U91	0 Mg ex 5 ふ 092 う 91
0MNAM1-EXNID9U	0 Mn am 1-ex ん id 9 う
0MNFR4EM2ITROT	0 Mn Fr 4 em 2 it rot
0N0UAL539.0KW2	0 ん 0 う Al 539.0 kW 2
0N2FEGIN6WINYU	0 ん 2 Fe gin 6 win ゆ
0N4NULI8CI-EIT	0 ん 4 ぬ Li 8 Ci-え it
0N4SYU9MAJIMLE	0 ん 4 しゅ 9 ま Jim Le
0N50AILMDIRNYU	0 ん 50 ail Md い Rn ゆ
0N79NUTIZNFAKA	0 ん 79 nut い Zn fa か
0N7MNUH4FOLKYE	0 ん 7 Mn uh 4 folk ye
.0N8U750NOCI!2	.0 ん 8 う 750 の Ci! 2
0NAMU9U078EX02	0 Nam う 9 う 078 ex 02
0NCRKWNFIN07ES	0 ん Cr kW ん fin 07 es
0NDGI4ALN7SI.-	0 Nd ぎ 4 Al ん 7 し.-
0NFA4UI9ANLI.-	0 ん fa 4 うい 9 an Li.-
0NFUA870!O4N1U	0 んふあ 870! お 4 ん 1 う
0NIINMYCRUM65E	0 に in my Cr um 65 え
0NO41U570CR5U-	0 の 41 う 570 Cr 5 う-
0NOFMDWAUNI9N0	0 ん of Md わうに 9 ん 0
0NU4E.I8KILEIT	0 ぬ 4 え.い 8 き Le it
0O2EU9584UXE5-	0 お 2 えう 9584 う Xe 5-
0O4359N5O4-LSU	0 お 4359 ん 5 お 4-ls う
0O5!14CUWU02NU	0 お 5! 14 Cu Wu 02 ぬ
0O53!9CDTS1U.0	0 お 53! 9 Cd ts 1 う.0
.0O6FA5!7.!0LE	.0 お 6 fa 5! 7.! 0 Le
0OCRFU339U539U	0 お Cr ふ 339 う 539 う
0OF2N94U6.03LE	0 of 2 ん 94 う 6.03 Le
0OF4U178RN50SU	0 of 4 う 178 Rn 50 す
0OF5-8A409N1NU	0 of 5-8 あ 409 ん 1 ぬ
0OKME4IALNN!YU	0 OK め 4 い Al んん! ゆ
0!PALN0U65A0!-	0! pal ん 0 う 65 あ 0!-
0PI0LS028N!0ES	0 ぴ 0 ls 028 ん! 0 es
0REVU494SO5N05	0 rev う 494 そ 5 ん 05
0REX5NMEHKIM9U	0 Rex 5 ん meh Kim 9 う
0RN4NSH6.NIFIF	0 Rn 4 ん sh 6.ん if if
0.RU2U8E0LS421	0.る 2 う 8 え 0 ls 421
0SUM46LS435O9U	0 sum 46 ls 435 お 9 う
0TAX18-5U4N52U	0 tax 18-5 う 4 ん 52 う
-0TH8GEND9LAMY	-0 Th 8 げ Nd 9 la my
0TY3CL785U00DE	0 Ty 3 Cl 785 う 00 で
0U0!32CDO01UU-	0 う 0! 32 Cd お 01 うう-
0U13E2.!2EX.2U	0 う 13 え 2.! 2 ex.2 う
-0U1803U1IF3TU	-0 う 1803 う 1 if 3 つ
0U192UZU74CS0E	0 う 192 うず 74 cs 0 え
0U38E33TUOF70-	0 う 38 え 33 つ of 70-
0U4SAL1U537-9U	0 う 4 Sal 1 う 537-9 う
0U5E6!EI07-0XE	0 う 5 え 6! えい 07-0 Xe
-0U5FU36SU829A	-0 う 5 ふ 36 す 829 あ
-0U61U440AC0TU	-0 う 61 う 440 Ac 0 つ
.0U65MA7LEW0!5	.0 う 65 ま 7 Lew 0! 5
.0U79TU2U113LE	.0 う 79 つ 2 う 113 Le
0U7ANMONKILTN4	0 う 7 an もん kilt ん 4
0U8.223UO0U5IF	0 う 8.223 うお 0 う 5 if
0U891!FU5HOU2U	0 う 891! ふ 5 ほう 2 う
0U95TUX81ME21U	0 う 95 tux 81 め 21 う
0UE!!1!3CL9AXU	0 うえ!! 1! 3 Cl 9 ax う
-0UEX9FEKI6NKE	-0 う ex 9 Fe き 6 んけ
0UILKCD!0NPTHN	0 う ilk Cd! 0 Np Th ん
0UISI.IMDN84LE	0 う is い.い Md ん 84 Le
0UP4858OFUP5N0	0 up 4858 of up 5 ん 0
0U!REFTBKI2UIT	0 う! ref Tb き 2 う it
0URS!CU8PA03!5	0 う rs! Cu 8 ぱ 03! 5
0US88GI49ALS!5	0 us 88 ぎ 49 あ ls! 5
0U!SVN33O5E44-	0 う! SVN 33 お 5 え 44-
0WM4NIE8IECUN-	0 Wm 4 にえ 8 いえ Cu ん-
0XE.35A1I!U!N4	0 Xe.35 あ 1 い! う! ん 4
0ZE93N4LETY851	0 ぜ 93 ん 4 Le Ty 851
0ZU83CA20!FRN0	0 ず 83 Ca 20! Fr ん 0
0ZU88AE41!FRN0	0 ず 88 あえ 41! Fr ん 0
1084FEN0ZR6N2U	1084 fen 0 Zr 6 ん 2 う
!10GUUSO99LS32	! 10 ぐ us お 99 ls 32
11CU03U5ZIT!9U	11 Cu 03 う 5 zit! 9 う
!11FU7U!O83NSU	! 11 ふ 7 う! お 83 んす
1!1LS9U845UYES	1! 1 ls 9 う 845 う yes
11TY85U00FUA9U	11 Ty 85 う 00 ふあ 9 う
121US9U59CS0N-	121 us 9 う 59 cs 0 ん-
12IRNNNLIN0TYE	12 い Rn んん Lin 0 Ty え
12!SU38U2CS0N-	12! す 38 う 2 cs 0 ん-
13!2UCU0SU26N-	13! 2 う Cu 0 す 26 ん-
13YU7LO5!NU52U	13 ゆ 7 lo 5! ぬ 52 う
14!0AXSYU55U9E	14! 0 ax しゅ 55 う 9 え
140ZU3XE0TE29U	140 ず 3 Xe 0 て 29 う
14FE-8U66UU0U2	14 Fe-8 う 66 うう 0 う 2
14NCLND9PUCUTY	14 ん Cl Nd 9 ぷ Cu Ty
15!1UWU93CL5U-	15! 1 う Wu 93 Cl 5 う-
154PUS3EXN0U7!	154 pus 3 ex ん 0 う 7!
154U!SVNE5O99U	154 う! SVN え 5 お 99 う
159OXE54U0E-9U	159 ox え 54 う 0 え-9 う
15EXE00U7MI00-	15 ex え 00 う 7 み 00-
15SN0!O4CU46U-	15 Sn 0! お 4 Cu 46 う-
169FR1!N5U5O.U	169 Fr 1! ん 5 う 5 お.う
16FRE6N590N2.U	16 Fr え 6 ん 590 ん 2.う
16ZN1U053FR9TU	16 Zn 1 う 053 Fr 9 つ
17CR88TU55E0U-	17 Cr 88 つ 55 え 0 う-
.17E35!!U2UAXU	.17 え 35!! う 2 う ax う
1.7GS1U!3!2EXU	1.7 gs 1 う! 3! 2 ex う
17OCLGU!50N79U	17 お Cl ぐ! 50 ん 79 う
17SUSNXE74U3!5	17 す Sn Xe 74 う 3! 5
180UUP3E5XE4!-	180 う up 3 え 5 Xe 4!-
18ZU50!5URCI2U	18 ず 50! 5 Ur Ci 2 う
193TU01LE2U8U-	193 つ 01 Le 2 う 8 う-
.19LS657U4EU2U	.19 ls 657 う 4 えう 2 う
1A9EEX093!5MU.	1 あ 9 え ex 093! 5 む.
1BU9RS05U!30XE	1 ぶ 9 rs 05 う! 30 Xe
!1CHU2!N85A!U.	! 1 ちゅ 2! ん 85 あ! う.
1CI0U304UP!US0	1 Ci 0 う 304 up! us 0
1!CI1N0E!33U-.	1! Ci 1 ん 0 え! 33 う-.
1CIUMN.!HIME9U	1 Ci um ん.! him え 9 う
!1CL8U7.952NES	! 1 Cl 8 う 7.952 ん es
1CR0SU82UI5.!5	1 Cr 0 す 82 うい 5.! 5
-1CU56A4!U30U-	-1 Cu 56 あ 4! う 30 う-
1DBLIZ7UINNN!U	1 dB Liz 7 う inn ん! う
1E0NTYKILNCD0-	1 え 0 ん Ty kiln Cd 0-
1EX!38N7MUU57E	1 ex! 38 ん 7 むう 57 え
1EX9N10!4ME1.U	1 ex 9 ん 10! 4 め 1.う
!1EYU3OCU3-0!5	! 1 えゆ 3 お Cu 3-0! 5
1FA0!1UU!3.O9U	1 fa 0! 1 うう! 3.お 9 う
1FENO1U94!N6.0	1 fen お 1 う 94! ん 6.0
1FU3ON1070MN9U	1 ふ 3 on 1070 Mn 9 う
1GD5XE0A0!.79U	1 Gd 5 Xe 0 あ 0!.79 う
.1GO!0!N36FA9U	.1 ご! 0! ん 36 fa 9 う
1ICS.0U5U!372U	1 い cs.0 う 5 う! 372 う
1IFR4EMFUTITY0	1 い Fr 4 em ふち Ty 0
-1IMIR0ECLN.N4	-1 い Mir 0 え Cl ん.ん 4
1I!O8454UU0LSU	1 い! お 8454 うう 0 ls う
1I!OS0!0NLE30-	1 い! Os 0! 0 ん Le 30-
1LI3US5TU7859U	1 Li 3 us 5 つ 7859 う
1LS8U4.53U-!2A	1 ls 8 う 4.53 う-! 2 あ
1MD7CDN3NRUTUX	1 Md 7 Cd ん 3 んる tux
1MGLAWYENI!N9U	1 Mg law yen い! ん 9 う
1MNNYE!3MYALKS	1 Mn ん ye! 3 my Al ks
1MY1LUG!064N1U	1 my 1 lug! 064 ん 1 う
1N80UINYUIEMIF	1 ん 80 う in ゆい em if
1ND9OMNELKE7.-	1 Nd 9 お Mn elk え 7.-
1NDCUKU6DBU-9U	1 Nd Cu く 6 dB う-9 う
!1NI50U6O!-LE0	! 1 に 50 う 6 お!-Le 0
1NIFNIO7NNU9E-	1 ん if にお 7 んぬ 9 え-
1!NKS8ELMICRN-	1! ん ks 8 elm い Cr ん-
!1NLO-9U384EE0	! 1 ん lo-9 う 384 ええ 0
-1NNIL9REU6NIF	-1 ん nil 9 れう 6 ん if
1O0REF989U05SU	1 お 0 ref 989 う 05 す
!1O5238UFLU8U-	! 1 お 5238 う flu 8 う-
1RS0CR5SN3!30-	1 rs 0 Cr 5 Sn 3! 30-
!1SH!815UCUU4-	! 1 sh! 815 う Cu う 4-
1TY6NEN0MGCIMY	1 Ty 6 ねん 0 Mg Ci my
1U09FUR15U60KS	1 う 09 fur 15 う 60 ks
1U22E5LS988TU.	1 う 22 え 5 ls 988 つ.
!1!U309QUA7ESU	! 1! う 309 qua 7 es う
1U4!210U2CLZU.	1 う 4! 210 う 2 Cl ず.
1U51UM!6CR6!UU	1 う 51 um! 6 Cr 6! うう
1!U654!ZNOCU2U	1! う 654! Zn お Cu 2 う
1U79DUNPCDNUKS	1 う 79 づ Np Cd ぬ ks
1U8FEZO3-!539U	1 う 8 fez お 3-! 539 う
1U9JU3-57E8!LE	1 う 9 じゅ 3-57 え 8! Le
1U9US83UFA439U	1 う 9 us 83 Ufa 439 う
1UCS8TSU840!7E	1 う cs 8 つ 840! 7 え
1UCSND8I8!055-	1 う cs Nd 8 い 8! 055-
1UMDRSXELSZRTY	1 う Md rs Xe ls Zr Ty
1UMS0OOZ!LS95-	1 う ms 0 お Oz! ls 95-
1!UR25FE3PTU7!	1! Ur 25 Fe 3 Pt う 7!
1URCDXEMDN98TU	1 Ur Cd Xe Md ん 98 つ
1WE8U030FU59RS	1 we 8 う 030 ふ 59 rs
1ZR59UM85!1CSU	1 Zr 59 um 85! 1 cs う
1ZUPD4EX400U05	1 ず Pd 4 ex 400 う 05
2088U9CS5TU7SE	2088 う 9 cs 5 つ 7 せ
20O!5!MOLLU6N0	20 お! 5! moll う 6 ん 0
20UU3!!LA9U6AN	20 うう 3!! la 9 う 6 an
21!CU6E6U5.4U-	21! Cu 6 え 6 う 5.4 う-
21!N6SULS33U4-	21! ん 6 す ls 33 う 4-
2.1UCU!8UOB0!5	2.1 う Cu! 8 う Ob 0! 5
221O4U0.5EXN!U	221 お 4 う 0.5 ex ん! う
22E0E80.4U1TUX	22 え 0 え 80.4 う 1 tux
22N5!5U.U4LOX1	22 ん 5! 5 う.う 4 lox 1
22U0TS8NU31!XE	22 う 0 ts 8 ぬ 31! Xe
!22UZRA0CU35.0	! 22 う Zr あ 0 Cu 35.0
-234E0NCR65ZN0	-234 え 0 ん Cr 65 Zn 0
23!CU7SU0ULS91	23! Cu 7 す 0 う ls 91
!23LE19NU3O-N0	! 23 Le 19 ぬ 3 お-ん 0
23!O36UN0N0FEY	23! お 36 うん 0 ん 0 fey
2.4N1EXU45O50-	2.4 ん 1 ex う 45 お 50-
24NCDU6NRUHGTY	24 ん Cd う 6 んる Hg Ty
253E0O53N9TUX-	253 え 0 お 53 ん 9 tux-
25A.26U!0NCRN0	25 あ.26 う! 0 ん Cr ん 0
!25CS!U83E0OYU	! 25 cs! う 83 え 0 おゆ
25FU9OZ35U36N-	25 ふ 9 Oz 35 う 36 ん-
25U35ZU3U6CI-!	25 う 35 ず 3 う 6 Ci-!
25UOU8!OFR8N05	25 うおう 8! お Fr 8 ん 05
25UOXN5!3-1NU2	25 う ox ん 5! 3-1 ぬ 2
25XEMNMGNAX7MY	25 Xe Mn Mg ん ax 7 my
26E588NI!4ULSU	26 え 588 に! 4 う ls う
26GSAX!U04U02U	26 gs ax! う 04 う 02 う
278.!5CUWU1U5E	278.! 5 Cu Wu 1 う 5 え
27I40U!43FE!5E	27 い 40 う! 43 Fe! 5 え
2-7N0JUHGNKSIF	2-7 ん 0 じゅ Hg ん ks if
27.U001XEU4E2U	27.う 001 Xe う 4 え 2 う
281SU7E9CS5U.!	281 す 7 え 9 cs 5 う.!
!288PU0U53CSE-	! 288 ぷ 0 う 53 cs え-
.2895I5SEX5U2U	.2895 い 5 sex 5 う 2 う
-!28LE1!U00HZE	-! 28 Le 1! う 00 Hz え
28N4U01LEIU30-	28 ん 4 う 01 lei う 30-
28N4U059CALS0-	28 ん 4 う 059 Ca ls 0-
28XE1N45U7-5SU	28 Xe 1 ん 45 う 7-5 す
29O75O5U04LUG.	29 お 75 お 5 う 04 lug.
!2A35YU580MNXE	! 2 あ 35 ゆ 580 Mn Xe
2A4N.!E88LOU!5	2 あ 4 ん.! え 88 Lou! 5
!2A4SN8.208ULE	! 2 あ 4 Sn 8.208 う Le
!2A!UN907FU6TB	! 2 あ! うん 907 ふ 6 Tb
-2BAGKYU3NCU9U	-2 bag きゅ 3 ん Cu 9 う
2CA5-U5!6U8.U2	2 Ca 5-う 5! 6 う 8.う 2
!2CS2806N5UNYE	! 2 cs 2806 ん 5 うん ye
2CS375N1US0-9U	2 cs 375 ん 1 us 0-9 う
2CSO57NU7U4.05	2 cs お 57 ぬ 7 う 4.05
2CU054N1!2OZU.	2 Cu 054 ん 1! 2 Oz う.
-2CUA6!U043US0	-2 Cu あ 6! う 043 us 0
-2CU!O21UU85N0	-2 Cu! お 21 うう 85 ん 0
2DU885LS0A!RN0	2 づ 885 ls 0 あ! Rn 0
2E4IFKSA-!FRU-	2 え 4 if ks あ-! Fr う-
2E7.CU3O0.U2!5	2 え 7.Cu 3 お 0.う 2! 5
2E.ALN4O085!9U	2 え.Al ん 4 お 085! 9 う
2EIF!8FIRUITTU	2 え if! 8 fir う it つ
.2EKRI4AG.CU9U	.2 え Kr い 4 Ag.Cu 9 う
2ELII8N9GSIUN-	2 Eli い 8 ん 9 gs いうん-
2EURDBU89CLNYU	2 え Ur dB う 89 Cl にゅ
2EX!26US54U6NU	2 ex! 26 us 54 う 6 ぬ
2EX409EO0E3N!.	2 ex 409 えお 0 え 3 ん!.
2EXUA!U0659U2U	2 ex うあ! う 0659 う 2 う
2GD8U4NXECR-YE	2 Gd 8 う 4 ん Xe Cr-ye
!2HE.0!30CRN1U	! 2 へ.0! 30 Cr ん 1 う
2I0AXNAMNMUG9-	2 い 0 ax Nam ん mug 9-
2I0IINNNCL-3TU	2 い 0 い inn ん Cl-3 つ
2IKS-N6LENN9BU	2 い ks-ん 6 Len ん 9 ぶ
2IKYLE5NBLUN8-	2 い Kyle 5 ん Blu ん 8-
2IMD.JUIN7U0LE	2 い Md.じゅ in 7 う 0 Le
2IOMN0ECINN!YU	2 いお Mn 0 え Ci んん! ゆ
2ITJINN7MU5NEX	2 it jinn 7 む 5 ん ex
2IUN9NPAC4GUYU	2 いうん 9 Np Ac 4 guy う
2KO3!U093LS5SU	2 こ 3! う 093 ls 5 す
2LE1MI454U!4!5	2 Le 1 み 454 う! 4! 5
!2LIJU5ANIMNYU	! 2 Li じゅ 5 ani Mn ゆ
2LS05A6UU549YU	2 ls 05 あ 6 うう 549 ゆ
2!LS36OUU95U9E	2! ls 36 おうう 95 う 9 え
2LS8KRGDKUN1UR	2 ls 8 Kr Gd くん 1 Ur
2MDAMILTU4TS4-	2 Md あ mil つ 4 ts 4-
2MUGO34NCRKWNU	2 mug お 34 ん Cr kW ぬ
2N0EEYOLK9MNKS	2 ん 0 ええ yolk 9 Mn ks
2N1!O3TUXN535-	2 ん 1! お 3 tux ん 535-
2N1SU239ZN8!LE	2 ん 1 す 239 Zn 8! Le
2N7GO-U8GDCDYU	2 ん 7 ご-う 8 Gd Cd ゆ
2N9BUU8ACUMDYU	2 ん 9 ぶう 8 Ac um ぢゅ
-2NALNN7CI5KU-	-2 ん Al んん 7 Ci 5 く-
2NKSYU0KLINE7E	2 ん ks ゆ 0 Kline 7 え
2NLI4NN5I-ALYU	2 ん Li 4 んん 5 い-Al ゆ
2NNUI4UFOXCD9U	2 んぬい 4 う fox Cd 9 う
2NPKYUNEILI5N0	2 Np きゅ Neil い 5 ん 0
2O36!FU80NTU1U	2 お 36! ふ 80 んつ 1 う
2O5AX!59U55NYU	2 お 5 ax! 59 う 55 にゅ
2O5LS3!N14..U2	2 お 5 ls 3! ん 14..う 2
2O5US549!0JUXE	2 お 5 us 549! 0 じゅ Xe
2OFR03.!3A50U.	2 お Fr 03.! 3 あ 50 う.
2OS99LS8GSU405	2 Os 99 ls 8 gs う 405
2PU3E50EX985U-	2 ぷ 3 え 50 ex 985 う-
2RU38LSE8-!51U	2 る 38 ls え 8-! 51 う
2RU50EU996LS1U	2 る 50 えう 996 ls 1 う
!2TS1U138NU!XE	! 2 ts 1 う 138 ぬ! Xe
2U28701ULESU9U	2 う 28701 う Les う 9 う
2U7OF8517NUNN0	2 う 7 of 8517 nun ん 0
2U9UTI2IFRELF-	2 う 9 うち 2 い Fr elf-
2UCIN74YEJUGUR	2 う Ci ん 74 ye jug Ur
!2UEO!80U41EXU	! 2 うえお! 80 う 41 ex う
2UEX913U05EZR!	2 う ex 913 う 05 え Zr!
.2UNEDYA5CD9YU	.2 う Ned や 5 Cd 9 ゆ
2UPERFEU!2MIMY	2 う per Fe う! 2 み my
2!UREXE6085U2U	2! Ur ex え 6085 う 2 う
2USAX5UU2209N0	2 us ax 5 うう 2209 ん 0
2USN90UBOX53!5	2 us ん 90 う box 53! 5
2UU1EX730N9!LE	2 うう 1 ex 730 ん 9! Le
2UZU5!84CSO09E	2 うず 5! 84 cs お 09 え
2XE!31TS3.U2N0	2 Xe! 31 ts 3.う 2 ん 0
3-!02LAXU45U1U	3-! 02 lax う 45 う 1 う
-303O3N5!MD0XE	-303 お 3 ん 5! Md 0 Xe
3-03TA4!0XEU1U	3-03 た 4! 0 Xe う 1 う
-305E71KU4N0XE	-305 え 71 く 4 ん 0 Xe
3!05MS4N3OXHG!	3! 05 ms 4 ん 3 ox Hg!
305US9NVIAN4!5	305 us 9 ん via ん 4! 5
307O5US49CL5U-	307 お 5 us 49 Cl 5 う-
!30CU0U735ASTY	! 30 Cu 0 う 735 as Ty
!-30E0LSE68IT0	!-30 え 0 ls え 68 it 0
!30E0SOL!9AL0-	! 30 え 0 sol! 9 Al 0-
30E809TH6FUN2U	30 え 809 Th 6 fun 2 う
30LOB!19U5U9SU	30 lob! 19 う 5 う 9 す
30N29LA5ZN19TU	30 ん 29 la 5 Zn 19 つ
30SA50U7-9CU2U	30 さ 50 う 7-9 Cu 2 う
3.-0U9U11FE62U	3.-0 う 9 う 11 Fe 62 う
328-0FU8E6ERN0	328-0 ふ 8 え 6 え Rn 0
328N07AZU5FRN0	328 ん 07 あず 5 Fr ん 0
32FE4!I5!4ON!5	32 Fe 4! い 5! 4 on! 5
32OU5CS40-U7N0	32 おう 5 cs 40-う 7 ん 0
32U5!50!OXARNU	32 う 5! 50! ox あ Rn う
33!!AS2LUZ8U2U	33!! as 2 Luz 8 う 2 う
33O0!54ULS!AYU	33 お 0! 54 う ls! ay う
33OYE5!U3LS59-	33 お ye 5! う 3 ls 59-
33UR9NTYCIDNES	33 Ur 9 ん Ty Cid ん es
340CU7RSZE6U!5	340 Cu 7 rs ぜ 6 う! 5
345!0RU6NPLS1U	345! 0 る 6 Np ls 1 う
346TI00CSU4US0	346 ち 00 cs う 4 us 0
34E9PIGUNKREXU	34 え 9 pig うん Kr ex う
34I63U!U1-N0LE	34 い 63 う! う 1-ん 0 Le
34N6CS1!HU5N!-	34 ん 6 cs 1! ふ 5 ん!-
35.1U6CUI5-!2U	35.1 う 6 Cu い 5-! 2 う
352I0UU19E0TUX	352 い 0 うう 19 え 0 tux
3!55EN2!2A9FR!	3! 55 えん 2! 2 あ 9 Fr!
!3!58A!5DUOXSU	! 3! 58 あ! 5 づ ox す
!35E884SUCLI0-	! 35 え 884 す Cl い 0-
35I0TU385LS9RS	35 い 0 つ 385 ls 9 rs
35LS79N36NE7TU	35 ls 79 ん 36 ね 7 つ
3!.5O3XE0TE29U	3!.5 お 3 Xe 0 て 29 う
35OCSRO0!N!59U	35 お cs ろ 0! ん! 59 う
35PLY6EN1N!59U	35 ply 6 えん 1 ん! 59 う
35ZO7U0FRCU905	35 ぞ 7 う 0 Fr Cu 905
361N09FUUSO!2U	361 ん 09 ふ us お! 2 う
363PT0E!5CU8U-	363 Pt 0 え! 5 Cu 8 う-
36!N0FU80TU2JA	36! ん 0 ふ 80 つ 2 じゃ
386UPU5E5!CR0-	386 up う 5 え 5! Cr 0-
!387FU85LIU5ON	! 387 ふ 85 Li う 5 on
3!8OUU9CI0LE!5	3! 8 おうう 9 Ci 0 Le! 5
3!8SA-3O5FU09U	3! 8 さ-3 お 5 ふ 09 う
39CUU5UO2E06!-	39 Cu う 5 うお 2 え 06!-
.39NCDUEPDI5YU	.39 ん Cd うえ Pd い 5 ゆ
!39UOU85O7FUE0	! 39 うおう 85 お 7 ふえ 0
3ANP3.NMDCU4TY	3 あ Np 3.ん Md Cu 4 Ty
3AS53EEX!9!N8-	3 as 53 え ex! 9! ん 8-
3BU9I4GINCSUYU	3 ぶ 9 い 4 gin cs うゆ
!3CA00!-1UHG9U	! 3 Ca 00!-1 う Hg 9 う
3CS!!1U7.N!A1N	3 cs!! 1 う 7.ん! あ 1 ん
3CSEDBN9.KR5YU	3 cs え dB ん 9.Kr 5 ゆ
3CSN!O.4!1N07E	3 cs ん! お.4! 1 ん 07 え
!3CU0TU!O310KS	! 3 Cu 0 つ! お 310 ks
3CUNATY7GDDU8-	3 Cu な Ty 7 Gd づ 8-
3CUNCDPT59INYU	3 Cu ん Cd Pt 59 in ゆ
3DIM9NZNCSLI5-	3 dim 9 ん Zn cs Li 5-
3E3CS08UTO0!4-	3 え 3 cs 08 うと 0! 4-
3ELK9A7EMRNZN-	3 elk 9 あ 7 em Rn Zn-
.3EOO9!0U2CU!5	.3 えおお 9! 0 う 2 Cu! 5
!3EX3HZ.49E!5E	! 3 ex 3 Hz.49 え! 5 え
3EXAUUP50!1!9U	3 ex Au up 50! 1! 9 う
3EZN9I.FA9AMN-	3 え Zn 9 い.fa 9 am ん-
-3FA!53ZU8U62U	-3 fa! 53 ず 8 う 62 う
!3FE56.6RN8E3-	! 3 Fe 56.6 Rn 8 え 3-
3FEI9JUMNAWM.0	3 Fe い 9 じゅ Mn あ Wm.0
3FRIU3KYU8CUEM	3 Fr いう 3 きゅ 8 Cu em
3GIRIXENU9DU2U	3 ぎり Xe ぬ 9 づ 2 う
3I1ILKN0IT.MGU	3 い 1 ilk ん 0 it.Mg う
3I9ED008CS!US0	3 い 9 Ed 008 cs! us 0
3I9MDLOU03U005	3 い 9 Md Lou 03 う 005
3IJFKRS49UAGU.	3 い JFK rs 49 う Ag う.
3I-LE9NNDLIZ2U	3 い-Le 9 ん Nd Liz 2 う
3!IN3THMNEMIXU	3! in 3 Th Mn え mix う
3INUR37MGKRCSU	3 in Ur 37 Mg Kr cs う
3KENUS0CRID4YU	3 ken us 0 Cr id 4 ゆ
3KRMU2GYA4NUXE	3 Kr む 2 ぎゃ 4 ぬ Xe
3KSUHIFI!N-N8E	3 ks uh if い! ん-ん 8 え
!3LA75!3UZU1UR	! 3 la 75! 3 うず 1 Ur
-3LI4U9CUGADYU	-3 Li 4 う 9 Cu gad ゆ
3LIZNDIUME!8YE	3 Liz Nd い um え! 8 ye
3.!LO31SU2E!9U	3.! lo 31 す 2 え! 9 う
!3LS6339U0TBSU	! 3 ls 6339 う 0 Tb す
3LS653TS3YE!9U	3 ls 653 ts 3 ye! 9 う
3LYXNGDKS!CD9E	3 LyX ん Gd ks! Cd 9 え
!3MDI0LODZNNYE	! 3 Md い 0 Lodz んん ye
3MG9LULAKWITN0	3 Mg 9 Lula kW it ん 0
3MITIEXE9A!NN.	3 MIT い ex え 9 あ! んん.
3MNU3INDEWLI0-	3 Mn う 3 in dew Li 0-
!3MS08TA60LE0-	! 3 ms 08 た 60 Le 0-
!!3MSOZ57N60LE	!! 3 ms Oz 57 ん 60 Le
3MYLAUH!E9MNKS	3 my la uh! え 9 Mn ks
!3N0.ILIIDNUAT	! 3 ん 0.い Li id ぬ at
-3N2ELMBYI.N8E	-3 ん 2 elm by い.ん 8 え
3N33PO5U9-LS!5	3 ん 33 ぽ 5 う 9-ls! 5
